VarName	Date	Screw speed	Pressure	Barrel temp - zone1	Mould temperature	Extraction temperature	Cooling time	Holding time	Cycle time	Sinks	TOT - Energy cons.	Schrinkage	Piece weight
70	09/05/2021 4:32:44	150.0	1.7	178.2	55.2	84.3	42.2	4.8	48.9	0	25.5	2.94	84.29
71	09/05/2021 4:32:47	149.9	2.0	172.2	52.2	78.6	41.1	3.9	46.9	0	24.3	2.38	83.05
72	09/05/2021 4:32:50	149.9	1.9	184.0	43.8	70.5	41.8	4.7	48.6	0	23.7	2.68	83.16
73	09/05/2021 4:32:53	150.1	1.8	178.1	43.4	71.5	43.0	3.1	48.1	0	23.1	2.77	81.61
74	09/05/2021 4:32:56	150.1	2.0	181.5	57.9	86.0	36.9	2.9	41.8	0	26.5	2.57	82.36
75	09/05/2021 4:32:59	149.9	2.3	181.7	52.6	77.8	31.5	4.2	37.7	0	25.5	2.05	83.43
76	09/05/2021 4:33:2	150.1	2.2	176.5	52.8	81.5	38.8	3.2	44.1	0	25.3	2.2	82.41
77	09/05/2021 4:33:5	150.0	2.0	176.6	49.9	77.4	42.4	4.1	48.5	0	24.4	2.46	83.07
78	09/05/2021 4:33:8	149.8	1.9	177.9	46.0	74.7	38.2	3.8	44.1	0	23.7	2.66	82.51
79	09/05/2021 4:33:11	150.3	2.0	170.3	40.9	68.8	40.7	1.9	44.6	0	22.0	2.42	80.47
80	09/05/2021 4:33:14	150.2	2.2	184.8	53.7	82.1	41.3	3.7	47.0	0	26.2	2.32	82.98
81	09/05/2021 4:33:17	150.0	1.8	183.6	55.2	81.9	37.9	4.1	44.0	0	25.9	2.78	83.58
82	09/05/2021 4:33:20	150.0	1.7	180.0	56.1	83.0	37.1	4.9	44.0	0	25.6	2.9	84.51
83	09/05/2021 4:33:23	150.1	2.1	176.1	43.7	70.8	45.6	3.1	50.7	0	23.2	2.31	81.63
84	09/05/2021 4:33:26	149.9	2.0	182.8	44.4	70.0	41.6	1.6	45.3	0	23.7	2.54	80.33
85	09/05/2021 4:33:29	150.1	2.1	185.8	50.7	79.5	39.3	4.0	45.4	0	25.7	2.35	83.11
86	09/05/2021 4:33:32	149.8	1.8	182.1	46.8	75.5	41.4	2.8	46.3	0	24.3	2.75	81.59
87	09/05/2021 4:33:35	150.0	2.1	177.3	48.0	77.7	46.0	3.9	51.9	0	24.4	2.34	82.74
88	09/05/2021 4:33:38	149.9	2.0	164.1	33.9	63.2	37.5	2.3	41.8	0	20.2	2.3	80.46
89	09/05/2021 4:33:41	150.1	2.1	187.3	67.7	92.8	43.3	4.1	49.4	1	28.9	2.45	84.58
90	09/05/2021 4:33:44	150.0	2.0	181.6	42.8	69.9	39.3	4.1	45.4	0	23.4	2.57	82.5
91	09/05/2021 4:33:47	150.0	2.0	191.8	41.0	70.1	42.8	3.4	48.2	0	24.2	2.69	81.73
92	09/05/2021 4:33:50	149.9	2.1	183.5	42.5	69.4	39.2	2.9	44.1	0	23.6	2.43	81.43
93	09/05/2021 4:33:53	150.1	1.8	186.6	54.1	80.2	38.5	4.6	45.1	0	25.9	2.92	83.99
94	09/05/2021 4:33:56	150.0	2.1	174.7	47.5	73.6	37.9	4.4	44.4	0	23.6	2.37	83.21
95	09/05/2021 4:33:59	149.8	1.7	184.3	47.2	75.8	36.7	3.7	42.4	0	24.5	2.93	82.46
96	09/05/2021 4:34:2	150.2	1.7	179.1	51.6	78.7	43.5	4.5	50.1	0	24.7	2.9	83.71
97	09/05/2021 4:34:5	149.9	1.8	175.9	53.4	81.1	45.4	3.5	50.8	0	24.8	2.78	82.69
98	09/05/2021 4:34:8	150.0	1.9	184.3	45.2	74.0	41.5	3.4	46.9	0	24.2	2.74	82.01
99	09/05/2021 4:34:11	150.0	2.1	169.8	45.4	73.2	38.9	6.5	47.4	0	22.9	2.28	84.96
100	09/05/2021 4:34:14	150.0	1.7	177.2	48.9	77.9	39.2	3.0	44.1	0	24.1	2.96	81.88
101	09/05/2021 4:34:17	150.0	2.5	174.7	49.2	76.1	40.5	4.9	47.4	0	24.5	1.7	83.87
102	09/05/2021 4:34:20	149.9	1.9	180.3	56.2	82.8	40.1	3.6	45.7	0	25.8	2.66	83.1
103	09/05/2021 4:34:23	149.8	2.2	176.8	52.2	81.1	40.6	2.7	45.3	0	25.2	2.21	81.76
104	09/05/2021 4:34:26	149.9	1.6	180.4	60.2	86.5	37.2	5.2	44.4	1	26.3	3.05	85.34
105	09/05/2021 4:34:29	149.9	1.8	177.8	41.0	68.7	35.6	3.0	40.6	0	22.6	2.75	81.41
106	09/05/2021 4:34:32	150.0	2.2	180.7	51.2	80.6	41.1	4.3	47.5	0	25.5	2.2	83.47
107	09/05/2021 4:34:35	150.0	2.1	179.7	52.4	79.0	42.4	4.1	48.5	0	25.2	2.32	83.31
108	09/05/2021 4:34:38	150.0	2.1	182.1	49.8	75.2	37.4	2.7	42.0	0	24.8	2.31	81.59
109	09/05/2021 4:34:41	149.9	1.8	178.8	48.9	75.0	40.7	4.5	47.2	0	24.1	2.79	83.4
110	09/05/2021 4:34:44	149.8	1.8	178.8	46.7	74.4	40.4	2.9	45.4	0	23.8	2.74	81.7
111	09/05/2021 4:34:47	150.2	2.3	177.2	51.9	81.0	40.8	5.0	47.8	0	25.3	1.99	84.25
112	09/05/2021 4:34:50	150.0	2.1	169.5	44.4	72.3	32.5	4.0	38.4	0	22.8	2.2	82.51
113	09/05/2021 4:34:53	149.9	1.9	174.2	36.9	65.2	41.3	4.7	48.0	0	21.6	2.57	82.44
114	09/05/2021 4:34:56	150.0	1.7	180.9	54.3	80.0	44.5	5.2	51.7	0	25.2	2.96	84.7
115	09/05/2021 4:34:59	150.1	2.0	180.6	50.5	76.5	42.8	5.3	50.1	0	24.7	2.52	84.44
116	09/05/2021 4:35:2	150.1	1.9	182.4	49.5	78.8	37.3	5.0	44.3	0	25.0	2.63	84.03
117	09/05/2021 4:35:5	150.1	1.9	184.6	52.4	81.4	38.4	3.9	44.3	0	25.8	2.65	83.08
118	09/05/2021 4:35:8	150.1	1.9	187.8	52.1	81.3	43.0	4.4	49.4	0	26.0	2.78	83.57
119	09/05/2021 4:35:11	149.8	1.5	183.5	46.0	74.6	43.1	5.4	50.5	0	23.9	3.28	84.02
120	09/05/2021 4:35:14	150.0	1.9	175.7	47.2	75.3	40.9	3.7	46.6	0	23.8	2.53	82.5
121	09/05/2021 4:35:17	150.2	1.8	180.7	54.9	82.0	43.4	4.8	50.2	0	25.6	2.82	84.32
122	09/05/2021 4:35:20	150.2	2.0	175.8	51.5	80.4	43.8	4.3	50.1	0	24.8	2.43	83.41
123	09/05/2021 4:35:23	149.9	1.7	180.5	47.6	75.9	36.7	2.2	40.9	0	24.1	2.99	81.07
124	09/05/2021 4:35:26	150.0	1.8	173.2	51.8	81.6	41.7	2.3	46.0	1	24.5	2.71	81.35
125	09/05/2021 4:35:29	149.9	2.0	186.9	51.6	76.7	33.6	5.2	40.9	0	25.5	2.56	84.46
126	09/05/2021 4:35:32	150.3	2.0	183.2	49.5	76.9	40.9	2.8	45.7	0	25.0	2.54	81.73
127	09/05/2021 4:35:35	150.1	2.0	183.8	47.3	77.2	39.0	5.1	46.1	0	24.9	2.47	83.82
128	09/05/2021 4:35:38	150.0	1.9	184.3	51.2	79.9	41.3	2.3	45.7	1	25.5	2.63	81.3
129	09/05/2021 4:35:41	150.2	1.9	178.0	50.4	76.9	33.5	2.5	38.0	0	24.5	2.58	81.42
130	09/05/2021 4:35:44	150.0	1.6	178.2	52.0	78.3	39.6	3.2	44.8	0	24.5	3.07	82.27
131	09/05/2021 4:35:47	149.8	2.0	179.1	47.0	72.4	38.6	4.8	45.4	0	23.9	2.48	83.52
132	09/05/2021 4:35:50	150.2	1.9	175.3	62.3	89.7	38.4	3.5	43.9	1	26.6	2.62	83.38
133	09/05/2021 4:35:53	150.0	2.1	178.8	47.8	77.4	39.3	3.3	44.7	0	24.5	2.36	82.15
134	09/05/2021 4:35:56	149.9	1.7	175.4	45.3	73.4	39.6	4.5	46.0	0	23.1	2.94	83.07
135	09/05/2021 4:35:59	150.1	1.8	171.7	48.0	74.9	37.9	4.4	44.3	0	23.3	2.69	83.21
136	09/05/2021 4:36:2	149.9	2.1	179.1	40.4	66.5	42.6	4.9	49.5	0	22.7	2.29	82.97
137	09/05/2021 4:36:5	150.0	2.0	183.1	51.9	80.9	40.1	4.3	46.4	0	25.6	2.57	83.46
138	09/05/2021 4:36:8	149.9	2.2	179.8	54.2	82.9	35.4	1.8	39.2	1	25.9	2.23	80.84
139	09/05/2021 4:36:11	150.1	2.0	171.9	39.0	65.3	35.2	3.9	41.1	0	21.6	2.42	82.03
140	09/05/2021 4:36:14	149.8	1.7	179.5	42.9	68.5	43.2	3.7	48.8	0	22.8	2.95	82.11
141	09/05/2021 4:36:17	149.9	2.0	185.9	56.2	81.9	40.2	3.4	45.6	0	26.4	2.62	82.85
142	09/05/2021 4:36:20	150.0	1.9	175.3	42.9	68.9	38.4	3.7	44.0	0	22.6	2.64	82.12
143	09/05/2021 4:36:23	150.1	2.2	181.4	62.9	89.2	41.1	3.8	46.8	1	27.5	2.28	83.75
144	09/05/2021 4:36:26	150.0	2.0	175.1	51.2	77.7	47.1	5.5	54.6	0	24.4	2.38	84.74
145	09/05/2021 4:36:29	149.9	1.7	175.1	44.0	71.1	38.2	3.2	43.5	0	22.8	2.84	81.81
146	09/05/2021 4:36:32	149.9	2.2	176.7	43.6	71.7	37.1	3.2	42.3	0	23.4	2.19	81.73
147	09/05/2021 4:36:35	150.0	1.9	182.2	60.2	89.0	35.1	2.2	39.3	1	27.0	2.7	81.63
148	09/05/2021 4:36:38	150.0	2.1	179.8	39.9	69.0	43.6	3.7	49.3	0	23.0	2.36	81.92
149	09/05/2021 4:36:41	149.8	1.8	183.6	58.4	86.0	42.7	2.7	47.4	1	26.6	2.82	82.14
150	09/05/2021 4:36:44	149.9	2.1	185.9	45.0	71.3	36.5	4.7	43.1	0	24.3	2.48	83.22
151	09/05/2021 4:36:47	150.1	1.8	174.8	58.9	84.7	44.9	2.1	49.0	1	25.7	2.69	81.42
152	09/05/2021 4:36:50	149.9	2.5	174.9	47.1	75.8	39.7	3.0	44.6	0	24.3	1.68	81.76
153	09/05/2021 4:36:53	150.1	2.0	189.0	51.9	77.2	39.7	4.4	46.2	0	25.9	2.52	83.63
154	09/05/2021 4:36:56	149.8	2.0	176.5	46.3	72.5	39.7	1.8	43.5	0	23.6	2.4	80.58
155	09/05/2021 4:36:59	149.9	2.1	182.2	59.8	85.9	44.9	5.8	52.7	0	26.9	2.34	86.11
156	09/05/2021 4:37:2	150.0	2.1	174.5	48.0	76.9	35.1	3.5	40.6	0	24.0	2.34	82.36
157	09/05/2021 4:37:5	150.0	2.0	176.5	49.5	78.2	40.6	5.5	48.1	0	24.4	2.49	84.51
158	09/05/2021 4:37:8	149.9	2.2	174.1	51.6	79.1	33.5	3.7	39.1	0	24.7	2.17	82.81
159	09/05/2021 4:37:11	150.0	2.1	178.7	41.8	70.4	39.9	4.7	46.6	0	23.1	2.39	82.93
160	09/05/2021 4:37:14	150.0	2.1	175.2	51.9	81.8	45.7	4.1	51.8	0	25.0	2.33	83.28
161	09/05/2021 4:37:17	149.9	1.8	176.6	52.2	79.7	40.0	3.6	45.7	0	24.6	2.83	82.79
162	09/05/2021 4:37:20	150.0	2.0	183.2	38.8	68.4	41.9	5.2	49.1	0	23.0	2.53	83.07
163	09/05/2021 4:37:23	150.0	1.9	181.0	61.1	89.3	38.4	4.0	44.3	1	27.1	2.61	83.88
164	09/05/2021 4:37:26	149.9	2.0	176.4	52.0	81.2	40.4	3.5	45.8	0	24.9	2.53	82.59
165	09/05/2021 4:37:29	150.1	1.9	173.3	55.2	82.8	39.1	3.1	44.1	0	25.0	2.59	82.37
166	09/05/2021 4:37:32	149.9	2.1	177.2	48.6	74.3	38.4	3.3	43.8	0	24.1	2.36	82.18
167	09/05/2021 4:37:35	150.1	2.0	177.8	57.6	87.3	41.1	4.6	47.7	0	26.3	2.5	84.36
168	09/05/2021 4:37:38	150.3	2.0	177.6	43.6	68.7	42.3	2.5	46.8	0	22.9	2.54	81.09
169	09/05/2021 4:37:41	150.2	1.6	182.1	60.3	86.6	40.8	3.6	46.4	1	26.5	3.11	83.32
170	09/05/2021 4:37:44	150.1	2.3	179.1	57.7	87.3	39.2	4.4	45.6	0	26.7	2.12	84.07
171	09/05/2021 4:37:47	150.1	1.9	183.1	40.2	69.4	37.6	4.8	44.4	0	23.2	2.68	82.84
172	09/05/2021 4:37:50	150.1	2.1	173.7	58.1	85.6	36.7	3.6	42.3	0	25.8	2.31	83.16
173	09/05/2021 4:37:53	149.8	1.8	179.9	39.8	69.6	38.0	2.8	42.8	0	22.8	2.74	81.2
174	09/05/2021 4:37:56	150.0	2.4	175.4	59.3	87.6	37.2	4.9	44.1	0	26.6	1.85	84.84
175	09/05/2021 4:37:59	150.1	2.3	175.5	40.4	67.4	42.0	4.9	48.9	0	22.6	2.05	82.98
176	09/05/2021 4:38:2	150.0	1.9	180.8	47.7	74.7	40.2	4.7	46.8	0	24.2	2.64	83.47
177	09/05/2021 4:38:5	149.9	1.9	183.1	60.1	87.7	36.9	4.7	43.6	1	27.0	2.71	84.71
178	09/05/2021 4:38:8	150.0	2.1	181.4	38.9	68.7	41.5	4.4	47.9	0	23.0	2.3	82.37
179	09/05/2021 4:38:11	150.0	2.2	173.8	45.5	73.9	39.8	3.2	45.1	0	23.5	2.2	81.87
180	09/05/2021 4:38:14	150.2	2.1	178.2	54.5	82.2	43.6	4.9	50.5	0	25.6	2.34	84.4
181	09/05/2021 4:38:17	150.0	2.0	178.9	54.3	83.4	41.9	3.5	47.3	0	25.7	2.49	82.78
182	09/05/2021 4:38:20	149.8	1.8	189.3	35.3	63.4	41.8	4.1	47.9	0	22.7	2.82	81.86
183	09/05/2021 4:38:23	150.2	2.0	179.0	47.6	76.7	43.2	4.1	49.3	0	24.3	2.54	82.9
184	09/05/2021 4:38:26	150.1	2.3	182.3	40.8	69.0	42.8	4.5	49.3	0	23.5	2.07	82.68
185	09/05/2021 4:38:29	150.1	1.7	184.6	48.5	76.0	41.9	3.6	47.5	0	24.6	3.0	82.43
186	09/05/2021 4:38:32	149.9	1.9	175.8	58.2	87.0	38.3	4.4	44.7	0	26.0	2.58	84.14
187	09/05/2021 4:38:35	150.1	2.0	178.5	44.7	74.3	33.1	4.6	39.7	0	23.8	2.42	83.1
188	09/05/2021 4:38:38	150.0	2.5	178.0	52.7	78.4	43.3	4.1	49.4	0	25.4	1.75	83.39
189	09/05/2021 4:38:41	150.2	2.2	170.2	50.5	75.7	36.4	3.7	42.2	0	23.8	2.17	82.78
190	09/05/2021 4:38:44	149.9	2.0	175.9	53.4	79.4	39.8	5.8	47.6	0	24.8	2.53	85.28
191	09/05/2021 4:38:47	150.2	1.9	176.7	53.4	80.1	38.1	4.3	44.4	0	24.9	2.66	83.58
192	09/05/2021 4:38:50	149.9	2.4	183.3	48.6	77.0	40.2	3.3	45.5	0	25.3	1.89	82.18
193	09/05/2021 4:38:53	149.9	2.0	172.5	63.7	92.3	42.5	3.4	47.9	1	26.9	2.41	83.36
194	09/05/2021 4:38:56	150.0	2.2	181.8	37.3	66.2	43.4	5.3	50.6	0	22.7	2.2	82.92
195	09/05/2021 4:38:59	150.0	2.0	172.6	55.9	84.6	34.9	5.8	42.7	0	25.3	2.38	85.55
196	09/05/2021 4:39:2	150.0	1.8	183.2	59.1	84.9	39.4	3.9	45.3	0	26.5	2.78	83.67
197	09/05/2021 4:39:5	150.2	2.3	176.2	55.4	82.8	39.7	2.4	44.1	0	25.8	1.96	81.57
198	09/05/2021 4:39:8	150.0	1.8	181.8	38.8	67.2	42.2	4.0	48.2	0	22.6	2.85	82.03
199	09/05/2021 4:39:11	149.8	2.1	178.3	56.3	82.4	40.0	4.1	46.0	0	25.8	2.32	83.59
200	09/05/2021 4:39:14	150.0	2.0	178.4	65.6	93.1	41.1	5.2	48.3	1	27.8	2.41	85.91
201	09/05/2021 4:39:17	150.1	1.7	183.5	61.0	89.0	44.0	5.1	51.1	1	27.1	2.95	85.36
202	09/05/2021 4:39:20	150.0	2.3	180.0	39.7	68.0	41.8	3.7	47.5	0	23.1	2.03	81.9
203	09/05/2021 4:39:23	150.0	1.9	177.5	59.0	84.5	40.2	5.1	47.3	0	26.0	2.68	85.05
204	09/05/2021 4:39:26	149.9	2.1	177.2	44.8	74.0	41.4	2.4	45.8	0	23.7	2.32	81.06
205	09/05/2021 4:39:29	149.9	1.7	178.2	55.8	81.0	37.2	2.7	41.8	1	25.2	3.0	81.94
206	09/05/2021 4:39:32	150.0	2.0	176.0	52.3	78.7	41.1	4.6	47.6	0	24.7	2.4	83.79
207	09/05/2021 4:39:35	149.8	2.0	185.2	45.6	73.7	32.9	3.7	38.6	0	24.4	2.56	82.34
208	09/05/2021 4:39:38	150.0	2.2	176.6	39.8	65.1	40.1	5.7	47.8	0	22.3	2.23	83.56
209	09/05/2021 4:39:41	149.9	2.1	169.0	47.5	74.2	39.4	4.2	45.7	0	23.2	2.22	83.01
210	09/05/2021 4:39:44	150.0	2.1	178.9	42.7	69.0	40.7	4.3	47.0	0	23.2	2.28	82.68
211	09/05/2021 4:39:47	150.0	2.2	183.8	54.2	82.1	39.8	4.1	45.9	0	26.2	2.24	83.49
212	09/05/2021 4:39:50	150.0	2.1	184.5	47.0	76.5	40.2	3.2	45.5	0	24.9	2.44	82.01
213	09/05/2021 4:39:53	149.9	2.1	181.4	52.9	80.2	38.0	2.0	42.0	1	25.5	2.41	81.06
214	09/05/2021 4:39:56	149.9	2.3	180.1	52.2	81.8	45.3	6.3	53.6	0	25.7	2.07	85.68
215	09/05/2021 4:39:59	150.0	1.3	180.9	63.1	89.4	44.6	4.1	50.6	1	26.7	3.52	84.16
216	09/05/2021 4:40:2	150.0	2.1	182.2	45.7	75.4	42.9	2.8	47.8	0	24.5	2.33	81.53
217	09/05/2021 4:40:5	150.1	1.9	183.8	46.9	75.2	45.3	3.7	51.0	0	24.5	2.69	82.44
218	09/05/2021 4:40:8	149.9	2.2	180.3	30.2	59.6	36.9	3.3	42.2	0	21.2	2.24	80.91
219	09/05/2021 4:40:11	150.0	2.0	181.6	37.9	66.7	37.8	1.8	41.6	0	22.6	2.58	80.27
220	09/05/2021 4:40:14	150.1	1.9	185.4	37.0	66.8	37.0	3.5	42.5	0	22.8	2.71	81.53
221	09/05/2021 4:40:17	150.1	2.2	182.2	47.7	74.5	40.2	4.7	46.9	0	24.6	2.21	83.48
222	09/05/2021 4:40:20	150.1	1.8	180.5	55.4	84.4	35.3	3.3	40.6	0	25.8	2.84	82.64
223	09/05/2021 4:40:23	150.0	2.1	179.5	43.9	71.3	40.3	5.7	48.0	0	23.5	2.4	84.09
224	09/05/2021 4:40:26	149.9	1.9	175.5	35.2	63.2	39.3	2.4	43.7	0	21.3	2.63	80.62
225	09/05/2021 4:40:29	150.0	2.2	178.7	51.3	76.5	41.8	4.6	48.4	0	24.8	2.23	83.71
226	09/05/2021 4:40:32	149.9	2.2	184.0	41.1	70.6	36.1	2.8	40.9	0	23.8	2.27	81.22
